customerinstallationid,hostname
9754,juniper-vmuat-cs01.m1phx1.jivehosted.com
9754,juniper-vmuat-wa01.m1phx1.jivehosted.com
9754,juniper-vmuat-wa02.m1phx1.jivehosted.com
13653,givaudanag-uat-eaedb.m1ams1.jivehosted.com
13653,givaudanag-uat-cs01.m1ams1.jivehosted.com
13653,givaudanag-uat-eae01.m1ams1.jivehosted.com
16304,thunder21496.m1ams1.jivehosted.com
17393,thunder21185.m1phx1.jivehosted.com
9768,cbre-db.m2phx1.jivehosted.com
9768,cbre-eaedb.m2phx1.jivehosted.com
9768,cbre-cs01.m2phx1.jivehosted.com
9768,cbre-eae01.m2phx1.jivehosted.com
9768,cbre-wa01.m2phx1.jivehosted.com
9768,cbre-wa02.m2phx1.jivehosted.com
9769,cbre-uat-db.m2phx1.jivehosted.com
9769,cbre-uat-eaedb.m2phx1.jivehosted.com
9769,cbre-uat-cs01.m2phx1.jivehosted.com
9769,cbre-uat-eae01.m2phx1.jivehosted.com
9769,cbre-uat-wa01.m2phx1.jivehosted.com
9769,cbre-uat-wa02.m2phx1.jivehosted.com
13653,givaudanag-uat-wa01.m1ams1.jivehosted.com
13653,givaudanag-uat-wa02.m1ams1.jivehosted.com
16918,zenoss-ext-db.m2phx1.jivehosted.com
9770,k12b2b-db.m2phx1.jivehosted.com
10354,informatica-int-db.m2phx1.jivehosted.com
9770,k12b2b-cs01.m2phx1.jivehosted.com
9770,k12b2b-eae01.m2phx1.jivehosted.com
9770,k12b2b-wa01.m2phx1.jivehosted.com
9770,k12b2b-wa02.m2phx1.jivehosted.com
9771,k12b2b-uat-db.m2phx1.jivehosted.com
9771,k12b2b-uat-eaedb.m2phx1.jivehosted.com
9771,k12b2b-uat-cs01.m2phx1.jivehosted.com
9771,k12b2b-uat-eae01.m2phx1.jivehosted.com
9771,k12b2b-uat-wa01.m2phx1.jivehosted.com
9771,k12b2b-uat-wa02.m2phx1.jivehosted.com
9772,copbook-db.m2phx1.jivehosted.com
9772,copbook-eaedb.m2phx1.jivehosted.com
9772,copbook-cs01.m2phx1.jivehosted.com
9772,copbook-eae01.m2phx1.jivehosted.com
9772,copbook-wa01.m2phx1.jivehosted.com
9772,copbook-wa02.m2phx1.jivehosted.com
9773,copbook-uat-db.m2phx1.jivehosted.com
9773,copbook-uat-eaedb.m2phx1.jivehosted.com
9773,copbook-uat-cs01.m2phx1.jivehosted.com
9773,copbook-uat-eae01.m2phx1.jivehosted.com
9773,copbook-uat-wa01.m2phx1.jivehosted.com
9773,copbook-uat-wa02.m2phx1.jivehosted.com
9776,smart-tech-inc-eaedb.m2phx1.jivehosted.com
9776,smart-tech-inc-cs01.m2phx1.jivehosted.com
9776,smart-tech-inc-eae01.m2phx1.jivehosted.com
9776,smart-tech-inc-wa01.m2phx1.jivehosted.com
9776,smart-tech-inc-wa02.m2phx1.jivehosted.com
16918,zenoss-ext-eaedb.m2phx1.jivehosted.com
9776,smart-tech-inc-db.m2phx1.jivehosted.com
9777,smart-tech-inc-uat-eaedb.m2phx1.jivehosted.com
9777,smart-tech-inc-uat-cs01.m2phx1.jivehosted.com
9777,smart-tech-inc-uat-eae01.m2phx1.jivehosted.com
9777,smart-tech-inc-uat-wa01.m2phx1.jivehosted.com
9777,smart-tech-inc-uat-wa02.m2phx1.jivehosted.com
9778,mcafee-int-eaedb.m2phx1.jivehosted.com
9778,mcafee-int-cs01.m2phx1.jivehosted.com
9778,mcafee-int-eae01.m2phx1.jivehosted.com
9778,mcafee-int-wa01.m2phx1.jivehosted.com
9778,mcafee-int-wa02.m2phx1.jivehosted.com
9778,mcafee-int-db.m2phx1.jivehosted.com
9779,mcafee-int-uat-db.m2phx1.jivehosted.com
9779,mcafee-int-uat-eaedb.m2phx1.jivehosted.com
9779,mcafee-int-uat-cs01.m2phx1.jivehosted.com
9779,mcafee-int-uat-eae01.m2phx1.jivehosted.com
9779,mcafee-int-uat-wa01.m2phx1.jivehosted.com
9779,mcafee-int-uat-wa02.m2phx1.jivehosted.com
9802,harvardpilgrimhc-eaedb.m2phx1.jivehosted.com
9780,leading-re-db.m2phx1.jivehosted.com
9780,leading-re-eaedb.m2phx1.jivehosted.com
9780,leading-re-cs01.m2phx1.jivehosted.com
9780,leading-re-eae01.m2phx1.jivehosted.com
9780,leading-re-wa01.m2phx1.jivehosted.com
9780,leading-re-wa02.m2phx1.jivehosted.com
9781,leading-re-uat-db.m2phx1.jivehosted.com
9781,leading-re-uat-eaedb.m2phx1.jivehosted.com
9781,leading-re-uat-cs01.m2phx1.jivehosted.com
9781,leading-re-uat-eae01.m2phx1.jivehosted.com
9781,leading-re-uat-wa01.m2phx1.jivehosted.com
9781,leading-re-uat-wa02.m2phx1.jivehosted.com
13652,givaudanag-db.m1ams1.jivehosted.com
9777,smart-tech-inc-uat-db.m2phx1.jivehosted.com
9770,k12b2b-eaedb.m2phx1.jivehosted.com
9799,summits-ext-db.m2phx1.jivehosted.com
9799,summits-ext-eaedb.m2phx1.jivehosted.com
9799,summits-ext-cs01.m2phx1.jivehosted.com
9799,summits-ext-eae01.m2phx1.jivehosted.com
9799,summits-ext-wa01.m2phx1.jivehosted.com
9799,summits-ext-wa02.m2phx1.jivehosted.com
15544,timurkiykioglujivesoftware-rs-t01.m1phx1.jivehosted.com
9801,umuc-db.m2phx1.jivehosted.com
9801,umuc-eaedb.m2phx1.jivehosted.com
9801,umuc-cs01.m2phx1.jivehosted.com
9801,umuc-eae01.m2phx1.jivehosted.com
9801,umuc-wa01.m2phx1.jivehosted.com
9801,umuc-wa02.m2phx1.jivehosted.com
9802,harvardpilgrimhc-db.m2phx1.jivehosted.com
9802,harvardpilgrimhc-eae01.m2phx1.jivehosted.com
9802,harvardpilgrimhc-wa01.m2phx1.jivehosted.com
9802,harvardpilgrimhc-wa02.m2phx1.jivehosted.com
9803,saphana-db.m2phx1.jivehosted.com
9803,saphana-eaedb.m2phx1.jivehosted.com
9803,saphana-cs01.m2phx1.jivehosted.com
9803,saphana-eae01.m2phx1.jivehosted.com
9803,saphana-wa01.m2phx1.jivehosted.com
9803,saphana-wa02.m2phx1.jivehosted.com
9804,goodtech-db.m2phx1.jivehosted.com
9804,goodtech-eaedb.m2phx1.jivehosted.com
9804,goodtech-cs01.m2phx1.jivehosted.com
9804,goodtech-eae01.m2phx1.jivehosted.com
9804,goodtech-wa01.m2phx1.jivehosted.com
9804,goodtech-wa02.m2phx1.jivehosted.com
9806,goodtech-internal-eaedb.m2phx1.jivehosted.com
9806,goodtech-internal-cs01.m2phx1.jivehosted.com
9806,goodtech-internal-eae01.m2phx1.jivehosted.com
9806,goodtech-internal-wa01.m2phx1.jivehosted.com
9806,goodtech-internal-wa02.m2phx1.jivehosted.com
11172,hitachi-db.m1phx1.jivehosted.com
11172,hitachi-eaedb.m1phx1.jivehosted.com
9802,harvardpilgrimhc-cs01.m2phx1.jivehosted.com
9806,goodtech-internal-db.m2phx1.jivehosted.com
14172,thunder17458.m1phx1.jivehosted.com
16918,zenoss-ext-cs01.m2phx1.jivehosted.com
16918,zenoss-ext-wa02.m2phx1.jivehosted.com
17396,thunder22641.m1ams1.jivehosted.com
17400,thunder22926.m1phx1.jivehosted.com
17406,thunder21498.m1phx1.jivehosted.com
17736,thunder24041.m1ams1.jivehosted.com
17761,thunder24000.m1phx1.jivehosted.com
13653,givaudanag-uat-db.m1ams1.jivehosted.com
9894,thunder10653.m1phx1.jivehosted.com
9898,thunder10657.m1phx1.jivehosted.com
16918,zenoss-ext-eae01.m2phx1.jivehosted.com
9907,thunder10663.m1phx1.jivehosted.com
16918,zenoss-ext-wa01.m2phx1.jivehosted.com
13019,tmobile-customercare6-wa07.m1phx1.jivehosted.com
13019,tmobile-customercare6-wa08.m1phx1.jivehosted.com
17312,thunder21352.m1phx1.jivehosted.com
17771,thunder24002.m1phx1.jivehosted.com
17791,thunder24111.m1ams1.jivehosted.com
17802,thunder24108.m1ams1.jivehosted.com
17887,thunder24046.m1phx1.jivehosted.com
17955,thunder24169.m1phx1.jivehosted.com
18027,thunder24224.m1phx1.jivehosted.com
17514,thunder23773.m1phx1.jivehosted.com
17409,thunder21499.m1phx1.jivehosted.com
13930,thunder17209.m1phx1.jivehosted.com
13652,givaudanag-eaedb.m1ams1.jivehosted.com
9938,aia-db.m1ams1.jivehosted.com
9938,aia-eaedb.m1ams1.jivehosted.com
9938,aia-cs01.m1ams1.jivehosted.com
9938,aia-eae01.m1ams1.jivehosted.com
9938,aia-wa01.m1ams1.jivehosted.com
9938,aia-wa02.m1ams1.jivehosted.com
9940,aia-uat-db.m1ams1.jivehosted.com
9940,aia-uat-eaedb.m1ams1.jivehosted.com
9940,aia-uat-cs01.m1ams1.jivehosted.com
9940,aia-uat-eae01.m1ams1.jivehosted.com
9940,aia-uat-wa01.m1ams1.jivehosted.com
9940,aia-uat-wa02.m1ams1.jivehosted.com
14036,northwestern-uat-db.m1phx1.jivehosted.com
9976,yookos-uat1-db.m1ams1.jivehosted.com
9976,yookos-uat1-eaedb.m1ams1.jivehosted.com
9976,yookos-uat1-cs01.m1ams1.jivehosted.com
9976,yookos-uat1-eae01.m1ams1.jivehosted.com
9976,yookos-uat1-wa01.m1ams1.jivehosted.com
9976,yookos-uat1-wa02.m1ams1.jivehosted.com
10018,perigen-cs01.m2phx1.jivehosted.com
10018,perigen-eae01.m2phx1.jivehosted.com
10018,perigen-wa01.m2phx1.jivehosted.com
10018,perigen-wa02.m2phx1.jivehosted.com
10019,perigen-uat-db.m2phx1.jivehosted.com
10019,perigen-uat-eaedb.m2phx1.jivehosted.com
10019,perigen-uat-cs01.m2phx1.jivehosted.com
10019,perigen-uat-eae01.m2phx1.jivehosted.com
10019,perigen-uat-wa01.m2phx1.jivehosted.com
10019,perigen-uat-wa02.m2phx1.jivehosted.com
10018,perigen-eaedb.m2phx1.jivehosted.com
10020,lumeris-db.m2phx1.jivehosted.com
10020,lumeris-eaedb.m2phx1.jivehosted.com
10020,lumeris-cs01.m2phx1.jivehosted.com
10020,lumeris-eae01.m2phx1.jivehosted.com
10020,lumeris-wa01.m2phx1.jivehosted.com
10020,lumeris-wa02.m2phx1.jivehosted.com
10021,lumeris-uat-db.m2phx1.jivehosted.com
10021,lumeris-uat-eaedb.m2phx1.jivehosted.com
10021,lumeris-uat-cs01.m2phx1.jivehosted.com
10021,lumeris-uat-eae01.m2phx1.jivehosted.com
10021,lumeris-uat-wa01.m2phx1.jivehosted.com
10021,lumeris-uat-wa02.m2phx1.jivehosted.com
10022,mandiant-corporation-db.m2phx1.jivehosted.com
10022,mandiant-corporation-eaedb.m2phx1.jivehosted.com
10022,mandiant-corporation-cs01.m2phx1.jivehosted.com
10022,mandiant-corporation-eae01.m2phx1.jivehosted.com
10022,mandiant-corporation-wa01.m2phx1.jivehosted.com
10022,mandiant-corporation-wa02.m2phx1.jivehosted.com
10023,mandiant-corporation-uat-db.m2phx1.jivehosted.com
10023,mandiant-corporation-uat-eaedb.m2phx1.jivehosted.com
10023,mandiant-corporation-uat-cs01.m2phx1.jivehosted.com
10023,mandiant-corporation-uat-eae01.m2phx1.jivehosted.com
10023,mandiant-corporation-uat-wa01.m2phx1.jivehosted.com
10023,mandiant-corporation-uat-wa02.m2phx1.jivehosted.com
10024,chegg-public-db.m2phx1.jivehosted.com
10024,chegg-public-eaedb.m2phx1.jivehosted.com
10024,chegg-public-cs01.m2phx1.jivehosted.com
10024,chegg-public-eae01.m2phx1.jivehosted.com
10024,chegg-public-wa01.m2phx1.jivehosted.com
10024,chegg-public-wa02.m2phx1.jivehosted.com
10025,chegg-public-uat-db.m2phx1.jivehosted.com
10025,chegg-public-uat-eaedb.m2phx1.jivehosted.com
10025,chegg-public-uat-cs01.m2phx1.jivehosted.com
10025,chegg-public-uat-eae01.m2phx1.jivehosted.com
10025,chegg-public-uat-wa01.m2phx1.jivehosted.com
10025,chegg-public-uat-wa02.m2phx1.jivehosted.com
10026,chegg-internal-db.m2phx1.jivehosted.com
10026,chegg-internal-eaedb.m2phx1.jivehosted.com
10026,chegg-internal-cs01.m2phx1.jivehosted.com
10026,chegg-internal-eae01.m2phx1.jivehosted.com
10026,chegg-internal-wa01.m2phx1.jivehosted.com
10026,chegg-internal-wa02.m2phx1.jivehosted.com
10027,chegg-internal-uat-db.m2phx1.jivehosted.com
10027,chegg-internal-uat-eaedb.m2phx1.jivehosted.com
10027,chegg-internal-uat-cs01.m2phx1.jivehosted.com
10027,chegg-internal-uat-eae01.m2phx1.jivehosted.com
10027,chegg-internal-uat-wa01.m2phx1.jivehosted.com
10027,chegg-internal-uat-wa02.m2phx1.jivehosted.com
10028,gehealth-internal-db.m2phx1.jivehosted.com
10028,gehealth-internal-eaedb.m2phx1.jivehosted.com
10028,gehealth-internal-cs01.m2phx1.jivehosted.com
10028,gehealth-internal-eae01.m2phx1.jivehosted.com
10028,gehealth-internal-wa01.m2phx1.jivehosted.com
10028,gehealth-internal-wa02.m2phx1.jivehosted.com
10029,gehealth-internal-uat-db.m2phx1.jivehosted.com
10029,gehealth-internal-uat-eaedb.m2phx1.jivehosted.com
10029,gehealth-internal-uat-cs01.m2phx1.jivehosted.com
10029,gehealth-internal-uat-eae01.m2phx1.jivehosted.com
10029,gehealth-internal-uat-wa01.m2phx1.jivehosted.com
10029,gehealth-internal-uat-wa02.m2phx1.jivehosted.com
10030,xmatters-external-db.m2phx1.jivehosted.com
10030,xmatters-external-eaedb.m2phx1.jivehosted.com
10030,xmatters-external-cs01.m2phx1.jivehosted.com
10030,xmatters-external-eae01.m2phx1.jivehosted.com
10030,xmatters-external-wa01.m2phx1.jivehosted.com
10030,xmatters-external-wa02.m2phx1.jivehosted.com
10031,xmatters-external-uat-db.m2phx1.jivehosted.com
10031,xmatters-external-uat-eaedb.m2phx1.jivehosted.com
10031,xmatters-external-uat-cs01.m2phx1.jivehosted.com
10031,xmatters-external-uat-eae01.m2phx1.jivehosted.com
10031,xmatters-external-uat-wa01.m2phx1.jivehosted.com
10031,xmatters-external-uat-wa02.m2phx1.jivehosted.com
10032,synopsys-internal-eaedb.m2phx1.jivehosted.com
10032,synopsys-internal-cs01.m2phx1.jivehosted.com
10032,synopsys-internal-eae01.m2phx1.jivehosted.com
10032,synopsys-internal-wa01.m2phx1.jivehosted.com
10032,synopsys-internal-wa02.m2phx1.jivehosted.com
10033,synopsys-internal-uat-db.m2phx1.jivehosted.com
10033,synopsys-internal-uat-eaedb.m2phx1.jivehosted.com
10033,synopsys-internal-uat-cs01.m2phx1.jivehosted.com
10033,synopsys-internal-uat-eae01.m2phx1.jivehosted.com
10033,synopsys-internal-uat-wa01.m2phx1.jivehosted.com
10033,synopsys-internal-uat-wa02.m2phx1.jivehosted.com
10032,synopsys-internal-db.m2phx1.jivehosted.com
10018,perigen-db.m2phx1.jivehosted.com
10034,ubm-smartex-vm-db.m2phx1.jivehosted.com
10034,ubm-smartex-vm-cs01.m2phx1.jivehosted.com
10034,ubm-smartex-vm-wa01.m2phx1.jivehosted.com
10034,ubm-smartex-vm-wa02.m2phx1.jivehosted.com
10035,alberta-motor-db.m2phx1.jivehosted.com
10035,alberta-motor-eaedb.m2phx1.jivehosted.com
10035,alberta-motor-cs01.m2phx1.jivehosted.com
10035,alberta-motor-eae01.m2phx1.jivehosted.com
10035,alberta-motor-wa01.m2phx1.jivehosted.com
10035,alberta-motor-wa02.m2phx1.jivehosted.com
10036,cellularsouth-db.m2phx1.jivehosted.com
10036,cellularsouth-cs01.m2phx1.jivehosted.com
10036,cellularsouth-wa01.m2phx1.jivehosted.com
10036,cellularsouth-wa02.m2phx1.jivehosted.com
10037,thecosmopolitanlv-db.m2phx1.jivehosted.com
10037,thecosmopolitanlv-eaedb.m2phx1.jivehosted.com
10037,thecosmopolitanlv-cs01.m2phx1.jivehosted.com
10037,thecosmopolitanlv-eae01.m2phx1.jivehosted.com
10037,thecosmopolitanlv-wa01.m2phx1.jivehosted.com
10037,thecosmopolitanlv-wa02.m2phx1.jivehosted.com
10038,eloqua-limited-db.m2phx1.jivehosted.com
10038,eloqua-limited-eaedb.m2phx1.jivehosted.com
10038,eloqua-limited-cs01.m2phx1.jivehosted.com
10038,eloqua-limited-eae01.m2phx1.jivehosted.com
10038,eloqua-limited-wa01.m2phx1.jivehosted.com
10038,eloqua-limited-wa02.m2phx1.jivehosted.com
10039,mindshareworld-db.m2phx1.jivehosted.com
10039,mindshareworld-eaedb.m2phx1.jivehosted.com
10039,mindshareworld-cs01.m2phx1.jivehosted.com
10039,mindshareworld-eae01.m2phx1.jivehosted.com
10039,mindshareworld-wa01.m2phx1.jivehosted.com
10039,mindshareworld-wa02.m2phx1.jivehosted.com
10052,cannon-design-uat-db.m2phx1.jivehosted.com
10052,cannon-design-uat-eaedb.m2phx1.jivehosted.com
10052,cannon-design-uat-cs01.m2phx1.jivehosted.com
10052,cannon-design-uat-eae01.m2phx1.jivehosted.com
10052,cannon-design-uat-wa01.m2phx1.jivehosted.com
10052,cannon-design-uat-wa02.m2phx1.jivehosted.com
10086,marriott-db.m1phx1.jivehosted.com
10086,marriott-eaedb.m1phx1.jivehosted.com
10086,marriott-cs01.m1phx1.jivehosted.com
10086,marriott-eae01.m1phx1.jivehosted.com
10086,marriott-wa01.m1phx1.jivehosted.com
10086,marriott-wa02.m1phx1.jivehosted.com
11172,hitachi-cs01.m1phx1.jivehosted.com
11172,hitachi-eae01.m1phx1.jivehosted.com
10135,lifelock-inc-emp-comm-db.m1phx1.jivehosted.com
10135,lifelock-inc-emp-comm-eaedb.m1phx1.jivehosted.com
10135,lifelock-inc-emp-comm-cs01.m1phx1.jivehosted.com
10135,lifelock-inc-emp-comm-eae01.m1phx1.jivehosted.com
10135,lifelock-inc-emp-comm-wa01.m1phx1.jivehosted.com
10135,lifelock-inc-emp-comm-wa02.m1phx1.jivehosted.com
10136,lifelock-inc-emp-comm-uat-db.m1phx1.jivehosted.com
10136,lifelock-inc-emp-comm-uat-eaedb.m1phx1.jivehosted.com
10136,lifelock-inc-emp-comm-uat-cs01.m1phx1.jivehosted.com
10136,lifelock-inc-emp-comm-uat-eae01.m1phx1.jivehosted.com
10136,lifelock-inc-emp-comm-uat-wa01.m1phx1.jivehosted.com
10136,lifelock-inc-emp-comm-uat-wa02.m1phx1.jivehosted.com
10143,tmobiletwire-wa01.m2phx1.jivehosted.com
10137,lifelock-inc-public-comm-db.m1phx1.jivehosted.com
10137,lifelock-inc-public-comm-eaedb.m1phx1.jivehosted.com
10137,lifelock-inc-public-comm-cs01.m1phx1.jivehosted.com
10137,lifelock-inc-public-comm-eae01.m1phx1.jivehosted.com
10137,lifelock-inc-public-comm-wa01.m1phx1.jivehosted.com
10137,lifelock-inc-public-comm-wa02.m1phx1.jivehosted.com
10138,lifelock-inc-public-comm-uat-db.m1phx1.jivehosted.com
10138,lifelock-inc-public-comm-uat-eaedb.m1phx1.jivehosted.com
10138,lifelock-inc-public-comm-uat-cs01.m1phx1.jivehosted.com
10138,lifelock-inc-public-comm-uat-eae01.m1phx1.jivehosted.com
10138,lifelock-inc-public-comm-uat-wa01.m1phx1.jivehosted.com
10138,lifelock-inc-public-comm-uat-wa02.m1phx1.jivehosted.com
10143,tmobiletwire-wa02.m2phx1.jivehosted.com
10143,tmobiletwire-db.m2phx1.jivehosted.com
10143,tmobiletwire-cs01.m2phx1.jivehosted.com
10143,tmobiletwire-wa03.m2phx1.jivehosted.com
10144,genpact-client-db.m1ams1.jivehosted.com
10144,genpact-client-eaedb.m1ams1.jivehosted.com
10144,genpact-client-cs01.m1ams1.jivehosted.com
10144,genpact-client-eae01.m1ams1.jivehosted.com
10144,genpact-client-wa01.m1ams1.jivehosted.com
10144,genpact-client-wa02.m1ams1.jivehosted.com
10145,genpact-client-uat-db.m1ams1.jivehosted.com
10145,genpact-client-uat-eaedb.m1ams1.jivehosted.com
10145,genpact-client-uat-cs01.m1ams1.jivehosted.com
10145,genpact-client-uat-eae01.m1ams1.jivehosted.com
10145,genpact-client-uat-wa01.m1ams1.jivehosted.com
10145,genpact-client-uat-wa02.m1ams1.jivehosted.com
10146,fdc-lancyr-db.m1ams1.jivehosted.com
10146,fdc-lancyr-eaedb.m1ams1.jivehosted.com
10146,fdc-lancyr-cs01.m1ams1.jivehosted.com
10146,fdc-lancyr-eae01.m1ams1.jivehosted.com
10146,fdc-lancyr-wa01.m1ams1.jivehosted.com
10146,fdc-lancyr-wa02.m1ams1.jivehosted.com
10147,fdc-lancyr-uat-db.m1ams1.jivehosted.com
10147,fdc-lancyr-uat-cs01.m1ams1.jivehosted.com
10147,fdc-lancyr-uat-eae01.m1ams1.jivehosted.com
10147,fdc-lancyr-uat-wa01.m1ams1.jivehosted.com
10147,fdc-lancyr-uat-wa02.m1ams1.jivehosted.com
10149,ibermatica-int-db.m1ams1.jivehosted.com
10149,ibermatica-int-eaedb.m1ams1.jivehosted.com
10149,ibermatica-int-cs01.m1ams1.jivehosted.com
10149,ibermatica-int-eae01.m1ams1.jivehosted.com
10149,ibermatica-int-wa01.m1ams1.jivehosted.com
10149,ibermatica-int-wa02.m1ams1.jivehosted.com
10147,fdc-lancyr-uat-eaedb.m1ams1.jivehosted.com
10150,ibermatica-int-uat-db.m1ams1.jivehosted.com
10150,ibermatica-int-uat-eaedb.m1ams1.jivehosted.com
10150,ibermatica-int-uat-cs01.m1ams1.jivehosted.com
10150,ibermatica-int-uat-eae01.m1ams1.jivehosted.com
10150,ibermatica-int-uat-wa01.m1ams1.jivehosted.com
10150,ibermatica-int-uat-wa02.m1ams1.jivehosted.com
10153,devoteam-db.m1ams1.jivehosted.com
10153,devoteam-eaedb.m1ams1.jivehosted.com
10153,devoteam-cs01.m1ams1.jivehosted.com
10153,devoteam-eae01.m1ams1.jivehosted.com
10153,devoteam-wa01.m1ams1.jivehosted.com
10153,devoteam-wa02.m1ams1.jivehosted.com
10154,devoteam-uat-db.m1ams1.jivehosted.com
10154,devoteam-uat-eaedb.m1ams1.jivehosted.com
10154,devoteam-uat-cs01.m1ams1.jivehosted.com
10154,devoteam-uat-eae01.m1ams1.jivehosted.com
10154,devoteam-uat-wa01.m1ams1.jivehosted.com
10154,devoteam-uat-wa02.m1ams1.jivehosted.com
10155,nhsl-db.m1ams1.jivehosted.com
10155,nhsl-eaedb.m1ams1.jivehosted.com
10155,nhsl-cs01.m1ams1.jivehosted.com
10155,nhsl-eae01.m1ams1.jivehosted.com
10155,nhsl-wa01.m1ams1.jivehosted.com
10155,nhsl-wa02.m1ams1.jivehosted.com
10156,nhsl-uat-db.m1ams1.jivehosted.com
10156,nhsl-uat-eaedb.m1ams1.jivehosted.com
10156,nhsl-uat-cs01.m1ams1.jivehosted.com
10156,nhsl-uat-eae01.m1ams1.jivehosted.com
10156,nhsl-uat-wa01.m1ams1.jivehosted.com
10156,nhsl-uat-wa02.m1ams1.jivehosted.com
17716,dontest-test1-c6test1-eaedb.m1ams1.jivehosted.com
10216,nbc-universal-db.m1ams1.jivehosted.com
10216,nbc-universal-eaedb.m1ams1.jivehosted.com
10216,nbc-universal-cs01.m1ams1.jivehosted.com
10216,nbc-universal-eae01.m1ams1.jivehosted.com
10216,nbc-universal-wa01.m1ams1.jivehosted.com
10216,nbc-universal-wa02.m1ams1.jivehosted.com
10217,nbc-universal-uat-db.m1ams1.jivehosted.com
10217,nbc-universal-uat-eaedb.m1ams1.jivehosted.com
10217,nbc-universal-uat-cs01.m1ams1.jivehosted.com
10217,nbc-universal-uat-eae01.m1ams1.jivehosted.com
10217,nbc-universal-uat-wa01.m1ams1.jivehosted.com
10217,nbc-universal-uat-wa02.m1ams1.jivehosted.com
10251,liveperson-emp-db.m2phx1.jivehosted.com
10251,liveperson-emp-eaedb.m2phx1.jivehosted.com
10251,liveperson-emp-cs01.m2phx1.jivehosted.com
10251,liveperson-emp-eae01.m2phx1.jivehosted.com
10251,liveperson-emp-wa01.m2phx1.jivehosted.com
10251,liveperson-emp-wa02.m2phx1.jivehosted.com
13656,pwc-llp-uk-ext-comm-db.m1ams1.jivehosted.com
10254,verizonwireless-db.m2phx1.jivehosted.com
10254,verizonwireless-eaedb.m2phx1.jivehosted.com
10254,verizonwireless-cs01.m2phx1.jivehosted.com
10254,verizonwireless-eae01.m2phx1.jivehosted.com
10254,verizonwireless-wa01.m2phx1.jivehosted.com
10254,verizonwireless-wa02.m2phx1.jivehosted.com
10254,verizonwireless-wa03.m2phx1.jivehosted.com
10254,verizonwireless-wa04.m2phx1.jivehosted.com
10354,informatica-int-eaedb.m2phx1.jivehosted.com
10354,informatica-int-cs01.m2phx1.jivehosted.com
10354,informatica-int-eae01.m2phx1.jivehosted.com
10354,informatica-int-wa01.m2phx1.jivehosted.com
10354,informatica-int-wa02.m2phx1.jivehosted.com
10540,thunder11114.m1phx1.jivehosted.com
13656,pwc-llp-uk-ext-comm-cs01.m1ams1.jivehosted.com
10545,goodtech-internal-uat-db.m2phx1.jivehosted.com
10545,goodtech-internal-uat-eaedb.m2phx1.jivehosted.com
10545,goodtech-internal-uat-cs01.m2phx1.jivehosted.com
10545,goodtech-internal-uat-eae01.m2phx1.jivehosted.com
10545,goodtech-internal-uat-wa01.m2phx1.jivehosted.com
10545,goodtech-internal-uat-wa02.m2phx1.jivehosted.com
12787,serco-wa01.m1ams1.jivehosted.com
13656,pwc-llp-uk-ext-comm-eae01.m1ams1.jivehosted.com
16306,thunder21501.m1ams1.jivehosted.com
13656,pwc-llp-uk-ext-comm-eaedb.m1ams1.jivehosted.com
11172,hitachi-wa01.m1phx1.jivehosted.com
13656,pwc-llp-uk-ext-comm-wa02.m1ams1.jivehosted.com
10561,emc-ecn-uat-db.m1phx1.jivehosted.com
10561,emc-ecn-uat-eaedb.m1phx1.jivehosted.com
10561,emc-ecn-uat-cs01.m1phx1.jivehosted.com
10561,emc-ecn-uat-eae01.m1phx1.jivehosted.com
10561,emc-ecn-uat-wa01.m1phx1.jivehosted.com
10561,emc-ecn-uat-wa02.m1phx1.jivehosted.com
10562,emc-ecn-uat1-db.m1phx1.jivehosted.com
10562,emc-ecn-uat1-eaedb.m1phx1.jivehosted.com
10562,emc-ecn-uat1-cs01.m1phx1.jivehosted.com
10562,emc-ecn-uat1-eae01.m1phx1.jivehosted.com
10562,emc-ecn-uat1-wa01.m1phx1.jivehosted.com
10562,emc-ecn-uat1-wa02.m1phx1.jivehosted.com
10576,visualize-ext-uat-db.m1phx1.jivehosted.com
10576,visualize-ext-uat-eaedb.m1phx1.jivehosted.com
10576,visualize-ext-uat-cs01.m1phx1.jivehosted.com
10576,visualize-ext-uat-eae01.m1phx1.jivehosted.com
10576,visualize-ext-uat-wa01.m1phx1.jivehosted.com
10576,visualize-ext-uat-wa02.m1phx1.jivehosted.com
11172,hitachi-wa02.m1phx1.jivehosted.com
13656,pwc-llp-uk-ext-comm-wa01.m1ams1.jivehosted.com
9125,activision-elite-community-wa03.m2phx1.jivehosted.com
9125,activision-elite-community-wa04.m2phx1.jivehosted.com
9125,activision-elite-community-wa05.m2phx1.jivehosted.com
10572,thoughtworks-prod-db.m1phx1.jivehosted.com
10572,thoughtworks-prod-eaedb.m1phx1.jivehosted.com
10572,thoughtworks-prod-cs01.m1phx1.jivehosted.com
10572,thoughtworks-prod-eae01.m1phx1.jivehosted.com
10572,thoughtworks-prod-wa01.m1phx1.jivehosted.com
10572,thoughtworks-prod-wa02.m1phx1.jivehosted.com
10573,netapplive-db.m1phx1.jivehosted.com
10573,netapplive-eaedb.m1phx1.jivehosted.com
10573,netapplive-cs01.m1phx1.jivehosted.com
10573,netapplive-eae01.m1phx1.jivehosted.com
10573,netapplive-wa01.m1phx1.jivehosted.com
10573,netapplive-wa02.m1phx1.jivehosted.com
10580,adams-comm-db.m2phx1.jivehosted.com
